,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_name,artist,genre
6801,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2XU0oxnq2qxCpomAAuJY8K,209438.0,4.0,Dance Monkey,Tones And I,popular
6802,0.719,0.704,1.0,-4.724,1.0,0.0476,0.0691,0.0,0.166,0.628,133.002,25sgk305KZfyuqVBQIahim,187436.0,4.0,Sweet but Psycho,Ava Max,popular
6803,0.626,0.516,8.0,-6.05,1.0,0.0388,0.4,0.0,0.142,0.769,153.653,19kUPdKTp85q9RZNwaXM15,192053.0,4.0,Good as You,Kane Brown,popular
6804,0.77,0.882,8.0,-4.792,1.0,0.0602,0.194,0.0,0.316,0.385,99.991,5PYQUBXc7NYeI1obMKSJK0,223523.0,4.0,Never Really Over,Katy Perry,popular
6805,0.829,0.539,11.0,-7.359,0.0,0.208,0.136,1.78e-06,0.103,0.388,99.96,7xQAfvXzm3AkraOtGPWIZg,149547.0,4.0,Wow.,Post Malone,popular
6806,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,1tNJrcVe6gwLEiZCtprs1u,177667.0,4.0,3 Nights,Dominic Fike,popular
6807,0.885,0.762,8.0,-5.513,0.0,0.216,0.219,0.0,0.162,0.605,138.058,1AI7UPw3fgwAFkvAlZWhE0,189733.0,4.0,Take Me Back to London (feat. Stormzy),Ed Sheeran,popular
6808,0.749,0.814,5.0,-3.769,0.0,0.0404,0.156,0.0,0.0673,0.715,119.964,1oLSje4Ot5qRUq8FqYeXOl,157010.0,4.0,Don¡¯t Feel Like Crying,Sigrid,popular
6811,0.726,0.554,5.0,-5.29,0.0,0.0917,0.0421,0.0,0.106,0.335,169.999,4kV4N9D1iKVxx1KLvtTpjS,190440.0,4.0,"break up with your girlfriend, i'm bored",Ariana Grande,popular
6812,0.794,0.793,11.0,-4.521,0.0,0.0842,0.0125,0.0,0.0952,0.677,123.941,6WrI0LAC5M1Rw2MnX2ZvEg,183290.0,4.0,Don't Start Now,Dua Lipa,popular
6813,0.792,0.743,7.0,-2.806,1.0,0.0851,0.107,0.0,0.183,0.742,150.024,6V7g6qM8wheMivMWrzbPTM,195637.0,4.0,Leave Me Alone,Flipp Dinero,popular
6814,0.46,0.8,1.0,-3.584,1.0,0.05,0.289,6.16e-06,0.121,0.553,102.46,4NSW0Km5ZG60L8FthUebPJ,220396.0,4.0,What I Like About You (feat. Theresa Rex),Jonas Blue,popular
6815,0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,4hPpVbbakQNv8YTHYaOJP4,181824.0,4.0,One Thing Right,Marshmello,popular
6816,0.746,0.7,0.0,-4.669,1.0,0.341,0.136,0.000159,0.11,0.619,176.044,1Ej96GIBCTvgH7tNX1r3qr,225933.0,4.0,Otro Trago,Sech,popular
6817,0.796,0.586,4.0,-6.946,0.0,0.147,0.0247,0.0,0.132,0.179,97.981,7DcvwMAiqKJQD1rrdfxSDx,200107.0,4.0,The London (feat. J. Cole & Travis Scott),Young Thug,popular
6818,0.682,0.653,8.0,-6.062,1.0,0.339,0.13,0.00116,0.129,0.428,188.115,44ZJ4hLD5onikKsVLQaILr,196267.0,4.0,Vossi Bop,Stormzy,popular
6821,0.795,0.496,0.0,-5.883,1.0,0.0722,0.108,0.0,0.0645,0.874,94.01,0DiDStADDVh3SvAsoJAFMk,183000.0,4.0,Only Human,Jonas Brothers,popular
6822,0.747,0.57,1.0,-6.711,1.0,0.081,0.0642,0.0,0.0832,0.65,133.992,0PG9fbaaHFHfre2gUVo7AN,200890.0,4.0,Please Me,Cardi B,popular
6823,0.826,0.773,11.0,-4.218,0.0,0.0524,0.323,0.0,0.143,0.761,126.899,5iwz1NiezX7WWjnCgY5TH4,238200.0,4.0,Calma - Remix,Pedro Cap¨®,popular
6824,0.652,0.453,1.0,-6.119,1.0,0.0445,0.0507,0.0,0.179,0.432,88.039,7DHApOHsIFo7EyfieArYGE,177391.0,3.0,Walk Me Home,P!nk,popular
6825,0.61,0.624,2.0,-4.773,1.0,0.309,0.6,2.12e-06,0.243,0.244,176.169,2TH65lNHgvLxCKXM3apjxI,250534.0,4.0,Callaita,Bad Bunny,popular
6826,0.736,0.81,5.0,-6.354,1.0,0.0906,0.077,0.0,0.0523,0.387,125.011,56JyMaElW79S7TDWh1Zw1m,154448.0,4.0,On A Roll,Ashley O,popular
6827,0.791,0.587,3.0,-5.075,0.0,0.0413,0.407,0.0,0.148,0.536,96.057,3Ol2xnObFdKV9pmRD2t9x8,179449.0,4.0,Look Back at It,A Boogie Wit da Hoodie,popular
6828,0.831,0.502,10.0,-4.045,0.0,0.046,0.101,0.0,0.122,0.101,100.541,5ry2OE6R2zPQFDO85XkgRb,205427.0,4.0,Money In The Grave (Drake ft. Rick Ross),Drake,popular
6829,0.807,0.803,11.0,-4.156,1.0,0.126,0.602,0.00853,0.136,0.706,91.987,5W83ErFkO3aKAIS1WMi6u0,258800.0,4.0,Secreto,Anuel AA,popular
6830,0.876,0.662,2.0,-6.482,0.0,0.426,0.0608,0.0,0.127,0.844,75.445,2gwkD6igEhQbDQegRCcdoB,163320.0,4.0,Suge,DaBaby,popular
6831,0.746,0.787,4.0,-6.373,1.0,0.12,0.214,0.0,0.0669,0.607,95.005,543bCW2ruMPmxUBWirQ3MR,206187.0,4.0,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,popular
6832,0.812,0.496,9.0,-5.969,0.0,0.297,0.271,0.0,0.0955,0.55,109.979,3z4CGd63tpUn9a6oQSG0CI,241293.0,4.0,Location (feat. Burna Boy),Dave,popular
6834,0.59,0.642,7.0,-3.87,1.0,0.122,0.0771,0.0,0.105,0.651,107.356,0qc4QlcCxVTGyShurEv1UU,174444.0,4.0,Post Malone (feat. RANI),Sam Feldt,popular
6835,0.786,0.658,0.0,-2.61,1.0,0.0661,0.0856,0.0,0.0689,0.458,170.037,7qvsl2pYzrsYgPeFBN5jxp,202333.0,4.0,Juicy,Doja Cat,popular
6836,0.727,0.739,8.0,-3.805,1.0,0.0411,0.365,0.00137,0.161,0.533,93.005,2Xr1dTzJee307rmrkt8c0g,145800.0,4.0,love nwantiti (ah ah ah),CKay,popular
6837,0.82,0.357,1.0,-13.585,0.0,0.0437,0.0371,0.00452,0.0541,0.765,124.117,7jwQlYGpOml9ETGre1HqGA,298867.0,4.0,Somebody's Watching Me,Rockwell,popular
6838,0.869,0.648,11.0,-8.698,0.0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,3koCCeSaVUyrRo3N2gHrd8,339320.0,4.0,Let's Groove,"Earth, Wind & Fire",popular
6839,0.503,0.783,0.0,-4.761,0.0,0.0385,0.0221,0.00223,0.14,0.213,125.122,3S7A85bAWOd6ltk6r2ANOI,180480.0,4.0,You Are My High,DJ Snake,popular
6840,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,02MWAaffLxlfxAUY7c5dvx,238805.0,4.0,Heat Waves,Glass Animals,popular
6841,0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,0Fs9cdPDhptWEDJmiCbkEW,296520.0,4.0,She Knows (feat. Amber Coffman & Cults),J. Cole,popular
6842,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,0e8nrvls4Qqv5Rfa2UhqmO,143901.0,4.0,THATS WHAT I WANT,Lil Nas X,popular
6843,0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,0W6I02J9xcqK8MtSeosEXb,138293.0,4.0,Get Into It (Yuh),Doja Cat,popular
6844,0.831,0.554,1.0,-9.998,0.0,0.218,0.161,6.12e-05,0.152,0.396,140.026,7hU3IHwjX150XLoTVmjD0q,168228.0,4.0,MONEY,LISA,popular
6845,0.334,0.599,0.0,-5.742,1.0,0.0365,0.0468,0.000392,0.205,0.127,161.74,32BeYxKPrig1LefHsC0Xuo,151444.0,3.0,Happier Than Ever - Edit,Billie Eilish,popular
6846,0.604,0.366,5.0,-7.519,1.0,0.0282,0.578,0.0,0.133,0.13,141.981,0gplL1WMoJ6iYaPgMCL0gX,224695.0,4.0,Easy On Me,Adele,popular
6847,0.578,0.669,10.0,-4.898,1.0,0.0377,0.65,0.0,0.13,0.503,75.995,1175r6ZmkUjX8dRJLz9Ohk,160254.0,4.0,I Love You So,The Walters,popular
6848,0.712,0.799,7.0,-4.564,0.0,0.0703,0.0447,6.4e-05,0.37,0.591,83.996,5ArQzSBevAdXTxRY6Ulhbq,206903.0,4.0,Mama Said,Lukas Graham,popular
6849,0.773,0.47,2.0,-7.93,1.0,0.0299,0.0153,0.000193,0.0851,0.399,94.995,07MDkzWARZaLEdKxo6yArG,162680.0,4.0,Meet Me At Our Spot,THE ANXIETY,popular
6850,0.463,0.857,4.0,-3.063,1.0,0.0632,0.0506,0.0,0.184,0.856,111.647,7j31rVgGX9Q2blT92VBEA0,161920.0,4.0,Teenagers,My Chemical Romance,popular
6851,0.815,0.848,4.0,-4.704,0.0,0.115,0.023,0.000162,0.0265,0.684,106.032,1uMHCAyGmHqyygoNRuo7MV,133707.0,4.0,edamame (feat. Rich Brian),bbno$,popular
6852,0.629,0.876,5.0,-5.572,0.0,0.0408,0.129,1.39e-06,0.29,0.645,124.999,44xO8889yUQHn70P73NILS,188260.0,4.0,Believe Me,Navos,popular
6853,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.0,0.117,0.569,79.982,0eu4C55hL6x29mmeAjytzC,161803.0,4.0,Life Goes On,Oliver Tree,popular
6854,0.798,0.545,1.0,-6.466,1.0,0.168,0.00904,9.48e-05,0.258,0.212,118.029,0WSEq9Ko4kFPt8yo3ICd6T,226653.0,4.0,Praise God,Kanye West,popular
6855,0.437,0.184,1.0,-17.667,1.0,0.0313,0.72,0.00253,0.113,0.247,80.088,18ddJHQ7CUzNBiy55L0Xjj,136000.0,4.0,WFM,Realestk,popular
6856,0.903,0.535,9.0,-6.434,1.0,0.0742,0.297,0.0,0.345,0.508,130.022,5SixeLvPsYpk7qq9lo5xYg,148779.0,4.0,Have Mercy,Chl?e,popular
6859,0.604,0.466,0.0,-10.093,1.0,0.0315,0.649,0.0334,0.093,0.499,120.045,3CboywxfJIgvHqi2FF4exb,224520.0,4.0,Loverboy,A-Wall,popular
6860,0.72,0.79,1.0,-4.686,1.0,0.125,0.0383,0.0,0.156,0.755,102.068,3BJm2KbylyJuzZjRUFXLBJ,175427.0,4.0,Classic,MKTO,popular
6861,0.682,0.9,9.0,-5.028,1.0,0.0874,0.0884,0.063,0.0685,0.937,100.721,3jfZ9M23l0L7RxzYMTgBTv,179499.0,4.0,Looking Out for You,Joy Again,popular
6863,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,1SOClUWhOi8vHZYMz3GluK,237720.0,4.0,Infinity,Jaymes Young,popular
6864,0.405,0.565,1.0,-9.266,0.0,0.0372,0.38,0.0195,0.107,0.166,159.892,6G2xXQRSZlEzYsUEb3uvuR,214149.0,3.0,Est¨¢ Da?ada,Ivan Cornejo,popular
6865,0.697,0.832,9.0,-7.264,1.0,0.0298,0.168,0.00131,0.269,0.979,125.926,2grjqo0Frpf2okIBiifQKs,215093.0,4.0,September,"Earth, Wind & Fire",popular
6866,0.875,0.65,9.0,-8.914,0.0,0.113,0.149,9.48e-06,0.106,0.501,102.971,5V7eE5xpJKbBCnzlO4JSNc,144562.0,4.0,Beethoven,Kenndog,popular
6867,0.346,0.944,9.0,-9.874,1.0,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,0HUTL8i4y4MiGCPId7M7wb,147036.0,4.0,Freaks,Surf Curse,popular
6868,0.608,0.792,9.0,-5.721,1.0,0.0355,0.000674,0.653,0.252,0.611,161.104,64EA2RKyciBwCuVczLH6Ct,144536.0,4.0,masquerade,Siouxxie,popular
6869,0.899,0.691,0.0,-7.554,1.0,0.0497,0.18,0.000451,0.135,0.865,107.951,2aWVaW1p2kUc5yuKwBmRJi,125302.0,4.0,I WANNA SEE SOME ASS (feat. jetsonmade),jetsonmade,popular
6870,0.792,0.511,2.0,-6.876,1.0,0.0409,0.124,9.04e-05,0.14,0.111,113.983,30QR0ndUdiiMQMA9g1PGCm,168490.0,4.0,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,popular
6871,0.711,0.646,2.0,-5.444,0.0,0.225,0.0216,0.0,0.0921,0.778,160.931,1FKG2wgJ75wS9MFNVZFiWd,131500.0,3.0,POCKET ROCKET,Cochise,popular
6872,0.594,0.612,8.0,-6.627,0.0,0.363,0.835,0.0,0.461,0.687,179.629,2kaNmAbqrtOf7Rdr3fnCWl,168020.0,4.0,Toxic,BoyWithUke,popular
6873,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,6Uj1ctrBOjOas8xZXGqKk4,172627.0,4.0,Woman,Doja Cat,popular
6874,0.731,0.626,11.0,-6.919,1.0,0.0805,0.125,0.0,0.183,0.862,82.488,51PSUD2YHjPyAy3jnkaoy7,173640.0,4.0,A-O-K,Tai Verdes,popular
6875,0.584,0.454,1.0,-6.372,1.0,0.0301,0.247,0.0,0.151,0.253,86.102,5elofKuRmgZmCVImWT6JtE,188160.0,4.0,see you later (ten years),Jenna Raine,popular
6876,0.803,0.597,11.0,-6.035,0.0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,0k1WUmIRnG3xU6fvvDVfRG,257605.0,4.0,Way 2 Sexy (with Future & Young Thug),Drake,popular
6877,0.668,0.392,2.0,-12.178,0.0,0.0585,0.789,0.00275,0.345,0.323,135.936,2W779g2UrRZtVdf3FcEOO1,162794.0,3.0,In My Mind,Lyn Lapid,popular
6882,0.574,0.629,2.0,-8.815,0.0,0.0363,0.128,0.0,0.271,0.786,153.119,4jDmJ51x1o9NZB5Nxxc7gY,300107.0,4.0,Careless Whisper,George Michael,popular
6883,0.616,0.694,7.0,-10.898,1.0,0.0411,0.664,0.858,0.145,0.732,93.298,2lDODk7inZnmUHbIjUnIwP,111787.0,4.0,Running Away,VANO 3000,popular
6884,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,3Vi5XqYrmQgOYBajMWSvCi,210560.0,4.0,Need to Know,Doja Cat,popular
6885,0.791,0.59,1.0,-9.206,0.0,0.0793,0.0994,0.00203,0.065,0.714,119.951,2GYHyAoLWpkxLVa4oYTVko,206067.0,4.0,Alors on danse - Radio Edit,Stromae,popular
6886,0.454,0.82,2.0,-4.193,1.0,0.0567,0.132,0.000969,0.115,0.575,166.303,0UV5zxRMz6AO4ZwUOZNIKI,234800.0,4.0,Where'd All the Time Go?,Dr. Dog,popular
6887,0.95,0.693,9.0,-3.424,1.0,0.0898,0.0133,0.0,0.173,0.891,130.02,5zNW5ARjYhJQJz1AChP33n,184635.0,4.0,Thot Shit,Megan Thee Stallion,popular
6888,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,3Wrjm47oTz2sjIgck11l5e,211560.0,4.0,Beggin',M?neskin,popular
6889,0.694,0.948,2.0,-5.307,1.0,0.0361,0.00936,1.62e-05,0.139,0.705,115.044,0Kdj7nwaYQmvhxnqZaIQuW,58149.0,4.0,Bezos I,Bo Burnham,popular
6890,0.715,0.563,10.0,-4.297,1.0,0.0697,0.325,0.00153,0.0937,0.465,89.964,26566DizCMEaVKT1CQEoAY,108417.0,4.0,Sunny Day,Ted Fresco,popular
6891,0.778,0.628,0.0,-7.844,1.0,0.0618,0.705,0.00193,0.299,0.698,133.048,6OTKVgVpVaVjhRLYizPJKA,115801.0,4.0,Just for me,PinkPantheress,popular
6892,0.574,0.664,11.0,-6.068,1.0,0.0409,0.0448,0.0553,0.146,0.226,144.654,6EtKlIQmGPB9SX8UjDJG5s,91870.0,4.0,Formula,Labrinth,popular
6893,0.82,0.611,9.0,-5.02,0.0,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,7aonAWn0J0AJ47ZU9WHCXC,133134.0,4.0,INFERNO,Sub Urban,popular
6894,0.72,0.744,1.0,-6.938,0.0,0.12,0.237,0.0,0.255,0.619,78.953,2Lhdl74nwwVGOE2Gv35QuK,243773.0,4.0,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,popular
6895,0.802,0.488,1.0,-9.304,1.0,0.0813,0.572,0.0598,0.0763,0.624,95.77,1ko2lVN0vKGUl9zrU0qSlT,237106.0,4.0,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",popular
6896,0.932,0.444,4.0,-10.022,0.0,0.302,0.483,0.0,0.354,0.428,101.011,1iAWDVZem3Vx3Pb8fTUTEL,152137.0,4.0,Rick & Morty,Soulja Boy,popular
6897,0.601,0.703,7.0,-6.24,1.0,0.0379,0.175,8.4e-05,0.571,0.673,106.164,2cX2coZS1PYBfPs8wgbdWE,196213.0,4.0,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",Bee Gees,popular
6898,0.736,0.751,8.0,-5.588,1.0,0.034,0.0381,0.0,0.105,0.839,150.064,7lgvGRC1gN0JGgY9VGXsQT,209722.0,4.0,Vacation,Dirty Heads,popular
6899,0.504,0.788,3.0,-4.113,0.0,0.215,0.0134,0.0,0.363,0.228,170.039,0b11D9D0hMOYCIMN3OKreM,186022.0,4.0,Into Your Arms (feat. Ava Max),Witt Lowry,popular
6900,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,463CkQjx2Zk1yXoBuierM9,203064.0,4.0,Levitating (feat. DaBaby),Dua Lipa,popular
6901,0.939,0.682,11.0,-5.931,1.0,0.306,0.00152,0.0,0.0552,0.584,130.022,3QqYZWQLn0evKMIRlGJeeR,154806.0,4.0,Bundles (feat. Taylor Girlz),Kayla Nicole,popular
6902,0.845,0.576,11.0,-5.15,0.0,0.153,0.139,0.0,0.0764,0.461,127.641,1Oi2zpmL81Q0yScF1zxaC0,256027.0,4.0,"Bills, Bills, Bills",Destiny's Child,popular
6903,0.372,0.255,7.0,-6.834,1.0,0.0344,0.436,0.0,0.33,0.254,114.402,7LAmsNJpBaNvNg7VZPXxSv,161613.0,1.0,As the World Caves In,Sarah Cothran,popular
6904,0.603,0.783,6.0,-4.023,1.0,0.062,0.449,7.96e-06,0.119,0.775,172.041,37y7iDayfwm3WXn5BiAoRk,173104.0,4.0,Dark Red,Steve Lacy,popular
6905,0.286,0.0847,2.0,-9.883,1.0,0.0397,0.934,6.94e-06,0.121,0.112,70.743,7sq2z9oX2S0CvgTqCZ0ko4,255987.0,4.0,Strange,Celeste,popular
6906,0.436,0.655,7.0,-8.153,1.0,0.159,0.425,0.0,0.393,0.523,139.712,3A0ITFj6kbb9CggwtPe55f,154749.0,4.0,Venom,Little Simz,popular
6907,0.569,0.692,9.0,-4.683,1.0,0.0323,0.0167,3.78e-05,0.126,0.737,141.632,3xxmjMvJsSR3L7mUOxP9QA,192213.0,4.0,Never Forget You,Noisettes,popular
6908,0.39,0.83,11.0,-5.201,0.0,0.0563,0.0021,0.0,0.156,0.191,90.021,1QL7nSDZCwZMnbisV4KOXt,168030.0,4.0,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,popular
6909,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,5fwSHlTEWpluwOM0Sxnh5k,287120.0,4.0,Pepas,Farruko,popular
6910,0.737,0.526,0.0,-13.669,0.0,0.0873,0.101,0.0,0.085,0.074,130.028,7uWdDOhI3wydISWM1AXN0M,153337.0,4.0,My Potna Dem,$ilkMoney,popular
6911,0.706,0.824,0.0,-7.959,1.0,0.0694,0.355,0.000133,0.111,0.86,94.98,73M0rMVx5CWE8M4uATSsto,132000.0,4.0,seaside_demo,SEB,popular
6912,0.862,0.753,5.0,-5.356,1.0,0.0625,0.131,2.01e-06,0.077,0.827,105.039,7MC4XR9M9amdmKQr2iDF7i,182857.0,4.0,Iko Iko (My Bestie),Justin Wellington,popular
6913,0.762,0.701,8.0,-3.541,1.0,0.0286,0.235,0.000158,0.123,0.742,110.968,748mdHapucXQri7IAO8yFK,208867.0,4.0,Kiss Me More (feat. SZA),Doja Cat,popular
6914,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,6ic8OlLUNEATToEFU3xmaH,251240.0,4.0,Gimme More,Britney Spears,popular
6915,0.88,0.443,11.0,-6.359,0.0,0.0653,0.462,7.13e-06,0.122,0.803,138.018,60PAzFNW3vAiAiVK6DRJfB,221240.0,4.0,Day 'N' Nite (Nightmare),Kid Cudi,popular
6916,0.663,0.434,8.0,-11.177,1.0,0.0648,0.828,0.0,0.249,0.225,109.075,2CVChktEKBsM6v4IfdFU5k,171743.0,4.0,double take,dhruv,popular
6917,0.938,0.463,1.0,-13.124,1.0,0.479,0.035,0.00652,0.1,0.46,119.878,2BKyXCkxhZRGwREqZacJ9M,111621.0,4.0,She Make It Clap,Soulja Boy,popular
6918,0.61,0.508,8.0,-6.682,0.0,0.152,0.297,0.0,0.384,0.758,178.818,3BZEcbdtXQSo7OrvKRJ6mb,137876.0,4.0,MONTERO (Call Me By Your Name),Lil Nas X,popular
6920,0.949,0.79,8.0,-5.957,1.0,0.0756,0.00437,0.0,0.0816,0.807,117.002,4NOZ35Dhucr6UlVyLOtktd,246053.0,4.0,Dangerous,Kardinal Offishall,popular
6922,0.808,0.897,11.0,-3.712,0.0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,6PQ88X9TkUIAUIZJHW2upE,231041.0,4.0,Bad Habits,Ed Sheeran,popular
6923,0.584,0.859,8.0,-5.616,1.0,0.121,0.0144,0.0,0.847,0.369,77.005,2BITQ360Knh6qNAOqR7Dyq,236883.0,4.0,Miss The Rage (feat. Playboi Carti),Trippie Redd,popular
6925,0.561,0.0848,2.0,-15.099,1.0,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4CxFN5zON70B3VOPBYbd6P,219147.0,4.0,you were good to me,Jeremy Zucker,popular
6926,0.453,0.496,5.0,-5.785,1.0,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,0fioLzGM8ngbD1w6fMmm45,239317.0,4.0,I'm Not The Only One,Sam Smith,popular
6927,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078,4xqrdfXkTW4T0RauPLv3WA,198040.0,3.0,Heather,Conan Gray,popular
6928,0.646,0.31,1.0,-11.728,1.0,0.0399,0.885,0.0769,0.121,0.202,76.987,11WbNwwAdoxfwpZxSHIP7J,184638.0,1.0,IDK You Yet,Alexander 23,popular
6929,0.61,0.683,2.0,-3.879,0.0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,3CKCZ9pfwAfoMZlMncA1Nc,241693.0,4.0,Set Fire to the Rain,Adele,popular
6930,0.449,0.465,0.0,-8.964,1.0,0.0791,0.524,1.02e-06,0.303,0.543,89.087,3FAJ6O0NOHQV8Mc5Ri6ENp,198371.0,3.0,Heartbreak Anniversary,Giveon,popular
6931,0.523,0.828,1.0,-4.696,1.0,0.0762,0.0136,0.000255,0.165,0.476,96.952,1u0l8zWpQeMYStFkc2mLD7,214827.0,4.0,Everywhere,Michelle Branch,popular
6932,0.209,0.417,3.0,-8.74,1.0,0.0338,0.164,0.00196,0.113,0.124,138.178,7LVHVU3tWfcxj5aiPFEW4Q,295533.0,4.0,Fix You,Coldplay,popular
6933,0.508,0.72,11.0,-5.908,0.0,0.0628,0.272,0.0,0.0563,0.472,79.983,4JehYebiI9JE8sR8MisGVb,261640.0,4.0,Halo,Beyonc¨¦,popular
6934,0.459,0.575,3.0,-4.858,1.0,0.0573,0.604,0.0,0.0885,0.183,111.881,2gMXnyrvIjhVBUZwvLZDMP,215107.0,4.0,Before You Go,Lewis Capaldi,popular
6935,0.581,0.197,3.0,-7.697,1.0,0.0329,0.88,0.0,0.107,0.349,130.367,79qxwHypONUt3AFq0WPpT9,214293.0,4.0,Rainbow,Kacey Musgraves,popular
6936,0.612,0.57,11.0,-6.642,0.0,0.0347,0.278,0.0,0.0963,0.334,77.004,7yFhA2fUsL2oIMWlw5DaHQ,197293.0,4.0,The Bones,Maren Morris,popular
6939,0.589,0.471,10.0,-4.908,1.0,0.0262,0.674,0.0,0.105,0.262,95.972,7LyBwug9tJgbaEzRCqtY78,224586.0,4.0,Put A Little Love On Me,Niall Horan,popular
6940,0.427,0.262,7.0,-8.541,1.0,0.0276,0.746,0.0,0.068,0.228,104.085,5kRPPEWFJIMox5qIkQkiz5,224867.0,4.0,Sweet Creature,Harry Styles,popular
6941,0.296,0.351,6.0,-9.538,1.0,0.0352,0.823,1.45e-06,0.11,0.19,177.06,15xWRPHQMeqgdkGzInx3PY,212720.0,3.0,Falling Like The Stars,James Arthur,popular
6942,0.392,0.574,7.0,-9.195,1.0,0.17,0.833,0.00179,0.145,0.529,81.112,0lx2cLdOt3piJbcaXIV74f,214707.0,4.0,willow,Taylor Swift,popular
6943,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,2TIlqbIneP0ZY1O0EzYLlc,182161.0,4.0,Someone You Loved,Lewis Capaldi,popular
6944,0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.000121,0.234,0.285,173.372,3AJwUDP919kvQ9QcozQPxg,266773.0,4.0,Yellow,Coldplay,popular
6945,0.764,0.32,11.0,-7.209,1.0,0.0546,0.837,0.0,0.0822,0.575,91.019,2b8fOow8UzyDFAE27YhOZM,189486.0,4.0,Memories,Maroon 5,popular
6947,0.464,0.473,1.0,-10.086,1.0,0.129,0.866,0.0,0.109,0.604,75.801,2kJwzbxV2ppxnQoYw4GLBZ,208687.0,4.0,If the World Was Ending (feat. Julia Michaels),JP Saxe,popular
6949,0.266,0.0596,0.0,-18.515,1.0,0.0363,0.905,7.07e-05,0.132,0.143,181.74,6lfxq3CG4xtTiEg7opyCyx,201933.0,3.0,Can't Help Falling In Love,Kina Grannis,popular
6950,0.45,0.329,9.0,-12.603,0.0,0.0441,0.818,0.00109,0.135,0.266,71.884,1Xi84slp6FryDSCbzq4UCD,183624.0,3.0,Arcade,Duncan Laurence,popular
6951,0.518,0.575,5.0,-4.616,1.0,0.0302,0.0259,0.0,0.109,0.209,120.019,5ELRkzdzz0HvGpMDlfZHkV,340707.0,4.0,Sign of the Times,Harry Styles,popular
6952,0.381,0.594,3.0,-5.97,1.0,0.0486,0.348,0.0,0.0925,0.273,143.86,7A2eDNBgJrEVE87C8pOMqN,290907.0,4.0,When We Were Young,Adele,popular
6953,0.641,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.328,0.273,110.184,0E4Y1XIbs8GrAT1YqVy6dq,185487.0,4.0,Afterglow,Ed Sheeran,popular
6955,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,206459.0,4.0,Lose You To Love Me,Selena Gomez,popular
6956,0.481,0.267,7.0,-9.249,1.0,0.0339,0.8,0.0,0.249,0.137,117.64,4WzhjxvLP95y7AMDy0Atwb,227693.0,3.0,Out Of Love,Alessia Cara,popular
6959,0.515,0.378,5.0,-8.264,1.0,0.065,0.618,0.0,0.172,0.536,91.883,7oAraczbemGSNWqnbkU87R,201000.0,4.0,Too Good At Goodbyes,Sam Smith,popular
6960,0.39,0.448,5.0,-8.57,0.0,0.0276,0.8,0.182,0.107,0.077,144.89,4Y5gx8VuShNmakYGlnrUzD,183103.0,5.0,Surrender,Natalie Taylor,popular
